product_name,product_category,product_id,event_time
organic ground ceylon cinnamon,spices seasonings,P9381,2023-05-22T14:22:58.873Z
100% apple juice original,juice nectars,P9382,2023-05-22T14:22:58.873Z
monoarabica whole bean coffee,coffee,P9383,2023-05-22T14:22:58.873Z
organic ground turmeric root,spices seasonings,P9384,2023-05-22T14:22:58.873Z
meat loaf meal,frozen meals,P9385,2023-05-22T14:22:58.873Z
buttery caramel light roast ground coffee,coffee,P9386,2023-05-22T14:22:58.873Z
70% dark organic stone ground chocolate,candy chocolate,P9387,2023-05-22T14:22:58.873Z
organic tzatziki seasoning,spices seasonings,P9388,2023-05-22T14:22:58.873Z
all purpose spray cleaner with bleach,cleaning products,P9389,2023-05-22T14:22:58.873Z
classic grated parmesan cheese,packaged cheese,P9390,2023-05-22T14:22:58.873Z
banana greek nonfat yogurt,yogurt,P9391,2023-05-22T14:22:58.873Z
organic ginger with chamomile tea,tea,P9392,2023-05-22T14:22:58.873Z
cardamom ice cream sandwich,ice cream ice,P9393,2023-05-22T14:22:58.873Z
strawberry organic kefir,yogurt,P9394,2023-05-22T14:22:58.873Z
promist spray microfiber mop,cleaning products,P9395,2023-05-22T14:22:58.873Z
original low fat orange cream yogurt,yogurt,P9396,2023-05-22T14:22:58.873Z
organic whole cloves,spices seasonings,P9397,2023-05-22T14:22:58.873Z
dark chocolate bar original,candy chocolate,P9398,2023-05-22T14:22:58.873Z
healthy kids organic vanilla nutritional shake,baby food formula,P9399,2023-05-22T14:22:58.873Z
frito party mix multi pack,chips pretzels,P9400,2023-05-22T14:22:58.873Z
100% mighty mango juice smoothie,refrigerated,P9401,2023-05-22T14:22:58.873Z
daily deep conditioner triple moisture®,hair care,P9402,2023-05-22T14:22:58.873Z
4 cheese mexican fine cut shredded cheese,packaged cheese,P9403,2023-05-22T14:22:58.873Z
basket style coffee filters 3 inch base,coffee,P9404,2023-05-22T14:22:58.873Z
lemon fresh disinfecting wipes,cleaning products,P9405,2023-05-22T14:22:58.873Z
organic green crackers,crackers,P9406,2023-05-22T14:22:58.873Z
coconut oil pure extra virgin energy source,vitamins supplements,P9407,2023-05-22T14:22:58.873Z
almond meal/flour,baking ingredients,P9408,2023-05-22T14:22:58.873Z
vegetable classics hearty penne in chicken broth soup,soup broth bouillon,P9409,2023-05-22T14:22:58.873Z
organic mini sandwich crackers cheddar cheese,crackers,P9410,2023-05-22T14:22:58.873Z
organic stone ground whole wheat flour,baking ingredients,P9411,2023-05-22T14:22:58.873Z
100 grand fun size bars,candy chocolate,P9412,2023-05-22T14:22:58.873Z
day break peanut butter fudge crisp morning snack/light breakfast bars,energy granola bars,P9413,2023-05-22T14:22:58.873Z
wheat thins hint of salt,crackers,P9414,2023-05-22T14:22:58.873Z
direct trade house blend medium roast ground coffee,coffee,P9415,2023-05-22T14:22:58.873Z
organic specialty mushroom trio,ice cream ice,P9416,2023-05-22T14:22:58.873Z
multi purpose scrub sponges,cleaning products,P9417,2023-05-22T14:22:58.873Z
organic kale chips,chips pretzels,P9418,2023-05-22T14:22:58.873Z
parmesan garlic pita chips,chips pretzels,P9419,2023-05-22T14:22:58.873Z
biotin 5 mg capsules,vitamins supplements,P9420,2023-05-22T14:22:58.873Z
via italian roast instant coffee,coffee,P9421,2023-05-22T14:22:58.873Z
nonfat plain yogurt,yogurt,P9422,2023-05-22T14:22:58.873Z
actvated charcoal 260 mg,vitamins supplements,P9423,2023-05-22T14:22:58.873Z
pomegranate lemonade tea,tea,P9424,2023-05-22T14:22:58.873Z
peanut cacao protein blast energy ball,energy granola bars,P9425,2023-05-22T14:22:58.873Z
slow churned rich & creamy no sugar added neapolitan ice cream,ice cream ice,P9426,2023-05-22T14:22:58.873Z
"fruit & veggie snacks, probiotic, pomegranate blueberry & acai",baby food formula,P9427,2023-05-22T14:22:58.873Z
gluten free whole grain southwest breaded chicken tenders,frozen meals,P9428,2023-05-22T14:22:58.873Z
mesquite seasoning,spices seasonings,P9429,2023-05-22T14:22:58.873Z
organic einkorn crispy cocoa cookies,cookies cakes,P9430,2023-05-22T14:22:58.873Z
churro ice cream,ice cream ice,P9431,2023-05-22T14:22:58.873Z
gluten free uncured bacon mac and cheese,frozen meals,P9432,2023-05-22T14:22:58.873Z
classic parmesan cheese,packaged cheese,P9433,2023-05-22T14:22:58.873Z
sublingual vitamin b12 1000 mcg,vitamins supplements,P9434,2023-05-22T14:22:58.873Z
sunchips sweet and spicy bbq 10.5oz,chips pretzels,P9435,2023-05-22T14:22:58.873Z
no sugar added fudge tracks slow churned light ice cream,ice cream ice,P9436,2023-05-22T14:22:58.873Z
gouda cheese,packaged cheese,P9437,2023-05-22T14:22:58.873Z
plain greek nonfat yogurt,yogurt,P9438,2023-05-22T14:22:58.873Z
italian bean soup,soup broth bouillon,P9439,2023-05-22T14:22:58.873Z
original semisoft cheese,packaged cheese,P9440,2023-05-22T14:22:58.873Z
mini powdered sugar donuts,cookies cakes,P9441,2023-05-22T14:22:58.873Z
100% juice smoothie orange carrot flavor,refrigerated,P9442,2023-05-22T14:22:58.873Z
organic blueberry cream on top whole milk yogurt,yogurt,P9443,2023-05-22T14:22:58.873Z
organic dried granny apple chips,chips pretzels,P9444,2023-05-22T14:22:58.873Z
artisan tres leche brigadeiro ice cream,ice cream ice,P9445,2023-05-22T14:22:58.873Z
gluten free sweet white sorghum flour,baking ingredients,P9446,2023-05-22T14:22:58.874Z
marionberry pie ice cream,ice cream ice,P9447,2023-05-22T14:22:58.874Z
gentle iron 25 mg,vitamins supplements,P9448,2023-05-22T14:22:58.874Z
citrus punch,juice nectars,P9449,2023-05-22T14:22:58.874Z
peanut buttah cookie core™ ice cream,ice cream ice,P9450,2023-05-22T14:22:58.874Z
dairy free soymilk neapolitan non-dairy frozen dessert,ice cream ice,P9451,2023-05-22T14:22:58.874Z
sliced colby jack cheese,packaged cheese,P9452,2023-05-22T14:22:58.874Z
sour jelly beans,candy chocolate,P9453,2023-05-22T14:22:58.874Z
sweet potato skinny stick snacks,chips pretzels,P9454,2023-05-22T14:22:58.874Z
caramel with almond milk iced coffee,coffee,P9455,2023-05-22T14:22:58.874Z
reduced fat 2% milk 4 cheese italian cheese shredded,packaged cheese,P9456,2023-05-22T14:22:58.874Z
dark chocolate minis,candy chocolate,P9457,2023-05-22T14:22:58.874Z
dessert shop pumpkin cheesecake soft dessert cookies,cookies cakes,P9458,2023-05-22T14:22:58.874Z
"liquid stevia, peppermint",baking ingredients,P9459,2023-05-22T14:22:58.874Z
ham and cheese,frozen meals,P9460,2023-05-22T14:22:58.874Z
smart puffs baked cheese puffs real cheddar,chips pretzels,P9461,2023-05-22T14:22:58.874Z
leave-in conditioner,hair care,P9462,2023-05-22T14:22:58.874Z
milk chocolate peanuts,candy chocolate,P9463,2023-05-22T14:22:58.874Z
potato chips red hot flavored family size,chips pretzels,P9464,2023-05-22T14:22:58.874Z
oven baked original potato chips,chips pretzels,P9465,2023-05-22T14:22:58.874Z
living drip catch cuff large gloves,cleaning products,P9466,2023-05-22T14:22:58.874Z
90 calorie lemon bars,energy granola bars,P9467,2023-05-22T14:22:58.874Z
45% cacao barcelona bar,candy chocolate,P9468,2023-05-22T14:22:58.874Z
ancho chicken rub,spices seasonings,P9469,2023-05-22T14:22:58.874Z
organic no salt added tomato soup,soup broth bouillon,P9470,2023-05-22T14:22:58.874Z
dulce de leche ice cream,ice cream ice,P9471,2023-05-22T14:22:58.874Z
vanilla dipped in chocolate  bars,ice cream ice,P9472,2023-05-22T14:22:58.874Z
veggie harvest homestyle tomato herb and cheese veggie & whole grain snacks,chips pretzels,P9473,2023-05-22T14:22:58.874Z
dairy free almond milk mocha almond fudge frozen dessert,ice cream ice,P9474,2023-05-22T14:22:58.874Z
white chocolate,candy chocolate,P9475,2023-05-22T14:22:58.874Z
cream top with chocolate on the bottom yogurt,yogurt,P9476,2023-05-22T14:22:58.874Z
fat-free greek yogurt with strawberry and granola,yogurt,P9477,2023-05-22T14:22:58.874Z
organic rosemary olive oil stoneground wheat crackers,crackers,P9478,2023-05-22T14:22:58.874Z
organic colby cheese,packaged cheese,P9479,2023-05-22T14:22:58.874Z
argan oil of morocco renewing penetrating oil hair oil,hair care,P9480,2023-05-22T14:22:58.874Z
"juice, vegetable & fruit, fuel",refrigerated,P9481,2023-05-22T14:22:58.874Z
nutty dark chocolate,candy chocolate,P9482,2023-05-22T14:22:58.874Z
classic corn chowder soup,soup broth bouillon,P9483,2023-05-22T14:22:58.874Z
mini crab cakes,frozen meals,P9484,2023-05-22T14:22:58.874Z
ginger-o's creme filled ginger cookies,cookies cakes,P9485,2023-05-22T14:22:58.874Z
grout cleaner with brush,cleaning products,P9486,2023-05-22T14:22:58.874Z
"kombucha, ginger",refrigerated,P9487,2023-05-22T14:22:58.874Z
green tea ice cream,ice cream ice,P9488,2023-05-22T14:22:58.874Z
lime juice from concentrate,juice nectars,P9489,2023-05-22T14:22:58.874Z
croissant crust philly steak & cheese,frozen meals,P9490,2023-05-22T14:22:58.874Z
original pops,candy chocolate,P9491,2023-05-22T14:22:58.874Z
dark chocolate peanut buter cups,candy chocolate,P9492,2023-05-22T14:22:58.874Z
constant comment black tea bags,tea,P9493,2023-05-22T14:22:58.874Z
multi surface vinegar cleaner,cleaning products,P9494,2023-05-22T14:22:58.874Z
100% natural america's favorite tea,tea,P9495,2023-05-22T14:22:58.874Z
chicken & monterey jack cheese chimichanga,frozen meals,P9496,2023-05-22T14:22:58.874Z
alder smoked wild salmon chowder,soup broth bouillon,P9497,2023-05-22T14:22:58.874Z
icelandic style skyr non-fat strained plain yogurt,yogurt,P9498,2023-05-22T14:22:58.874Z
gummy bears,candy chocolate,P9499,2023-05-22T14:22:58.874Z
traditional creamy tomato with penne,soup broth bouillon,P9500,2023-05-22T14:22:58.874Z
shredded marble jack cheese,packaged cheese,P9501,2023-05-22T14:22:58.874Z
multi-grain blend w/spinach tomato & onions pasta & vegetables,frozen meals,P9502,2023-05-22T14:22:58.874Z
slow churned the original rocky road,ice cream ice,P9503,2023-05-22T14:22:58.874Z
everyday coconut strawberry shampoo & body wash for babies & up,hair care,P9504,2023-05-22T14:22:58.874Z
calcium plus milk chocolate dietary supplement,vitamins supplements,P9505,2023-05-22T14:22:58.874Z
cold-pressed organic orange,refrigerated,P9506,2023-05-22T14:22:58.874Z
healthy skin & hair plus nails softgels,vitamins supplements,P9507,2023-05-22T14:22:58.874Z
organic coconut palm sugar,baking ingredients,P9508,2023-05-22T14:22:58.874Z
blueberry protein bar box,energy granola bars,P9509,2023-05-22T14:22:58.874Z
brown rice black-eyed peas and veggies bowl,frozen meals,P9510,2023-05-22T14:22:58.874Z
chocolate love bar,candy chocolate,P9511,2023-05-22T14:22:58.874Z
stay clean scrub sponges - 3 ct,cleaning products,P9512,2023-05-22T14:22:58.874Z
mango soft serve fruit pops,ice cream ice,P9513,2023-05-22T14:22:58.874Z
simply vanilla ice cream sandwiches,ice cream ice,P9514,2023-05-22T14:22:58.874Z
colombian peaks whole bean coffee,coffee,P9515,2023-05-22T14:22:58.874Z
organic whole wheat pastry flour,baking ingredients,P9516,2023-05-22T14:22:58.874Z
cheese & broccoli ravioli for kids,frozen meals,P9517,2023-05-22T14:22:58.874Z
organic lavender,spices seasonings,P9518,2023-05-22T14:22:58.874Z
california onion powder,spices seasonings,P9519,2023-05-22T14:22:58.874Z
milk chocolate candies theater,candy chocolate,P9520,2023-05-22T14:22:58.874Z
beef and broccoli,frozen meals,P9521,2023-05-22T14:22:58.874Z
reese's miniatures peanut butter cups,candy chocolate,P9522,2023-05-22T14:22:58.874Z
tropical green tea bags,tea,P9523,2023-05-22T14:22:58.874Z
active greens food bar,energy granola bars,P9524,2023-05-22T14:22:58.874Z
"milano melts cookies, dark classic crème",cookies cakes,P9525,2023-05-22T14:22:58.874Z
40% less sugar fruit punch juice blend,juice nectars,P9526,2023-05-22T14:22:58.874Z
lemon echinacea organic throat coat tea,tea,P9527,2023-05-22T14:22:58.874Z
large green gloves,cleaning products,P9528,2023-05-22T14:22:58.874Z
rocky road frozen dairy dessert,ice cream ice,P9529,2023-05-22T14:22:58.874Z
whole wheat graham flour,baking ingredients,P9530,2023-05-22T14:22:58.874Z
double dark chocolate mate,tea,P9531,2023-05-22T14:22:58.874Z
organic masala chai,tea,P9532,2023-05-22T14:22:58.874Z
sage & aloe throat shield lozenges,vitamins supplements,P9533,2023-05-22T14:22:58.874Z
multi-purpose cleaner with bleach power white & shine,cleaning products,P9534,2023-05-22T14:22:58.874Z
100% pomegranate with cranberry juice,juice nectars,P9535,2023-05-22T14:22:58.874Z
apricot energy bar,energy granola bars,P9536,2023-05-22T14:22:58.874Z
homestyle beef skillet,frozen meals,P9537,2023-05-22T14:22:58.874Z
gluten free cranberry almond snack bars,energy granola bars,P9538,2023-05-22T14:22:58.874Z
classic chicken noodle soup,soup broth bouillon,P9539,2023-05-22T14:22:58.874Z
baked cheddar brown rice snaps,crackers,P9540,2023-05-22T14:22:58.874Z
ricotta & lobster ravioli classic meal for 2,frozen meals,P9541,2023-05-22T14:22:58.874Z
chocolate chip french twists,cookies cakes,P9542,2023-05-22T14:22:58.874Z
large diet peach,tea,P9543,2023-05-22T14:22:58.874Z
original sea salt & black pepper bagel crisps,chips pretzels,P9544,2023-05-22T14:22:58.874Z
49 flavors jelly belly jelly beans,candy chocolate,P9545,2023-05-22T14:22:58.874Z
fair trade dark chocolate cookies,cookies cakes,P9546,2023-05-22T14:22:58.874Z
uber sweet and salty fruit and nut bar coconut macroon bar,energy granola bars,P9547,2023-05-22T14:22:58.874Z
organic sweet & spicy caffeine free herbal tea bags,tea,P9548,2023-05-22T14:22:58.874Z
stone fruit 100% fruit juice smoothie + boosts,refrigerated,P9549,2023-05-22T14:22:58.874Z
chloroxygen chlorophyll concentrate,vitamins supplements,P9550,2023-05-22T14:22:58.874Z
the amazing prune light prune juice cocktail,juice nectars,P9551,2023-05-22T14:22:58.874Z
original tomato juice,juice nectars,P9552,2023-05-22T14:22:58.874Z
zero calorie iced green tea raspberry,tea,P9553,2023-05-22T14:22:58.874Z
sunflower cinnamon protein bar,energy granola bars,P9554,2023-05-22T14:22:58.874Z
crackers wheat sundried tomato basil crispy,crackers,P9555,2023-05-22T14:22:58.874Z
stripes & blues sea salt vegetable chips,chips pretzels,P9556,2023-05-22T14:22:58.874Z
strawberry pudding,baby food formula,P9557,2023-05-22T14:22:58.874Z
organic savory,spices seasonings,P9558,2023-05-22T14:22:58.874Z
milano grab bag,cookies cakes,P9559,2023-05-22T14:22:58.874Z
orange mango organic thirst quencher,juice nectars,P9560,2023-05-22T14:22:58.874Z
classic tomato soup,soup broth bouillon,P9561,2023-05-22T14:22:58.874Z
original saltine crackers,crackers,P9562,2023-05-22T14:22:58.874Z
aloe chunk juice with vitamin c,juice nectars,P9563,2023-05-22T14:22:58.874Z
strawberry yogurt nutrition bar,energy granola bars,P9564,2023-05-22T14:22:58.874Z
"cookies, love, double chocolate",cookies cakes,P9565,2023-05-22T14:22:58.874Z
yokids squeeze strawberry yogurt,yogurt,P9566,2023-05-22T14:22:58.874Z
dusters 360 extendable handle starter kit,cleaning products,P9567,2023-05-22T14:22:58.874Z
multi-surface floor cleaner citrus essence,cleaning products,P9568,2023-05-22T14:22:58.874Z
cranberry raspberry juice cocktail,juice nectars,P9569,2023-05-22T14:22:58.874Z
disney mickey shaped veggie chips,chips pretzels,P9570,2023-05-22T14:22:58.874Z
13 bean soup mix,soup broth bouillon,P9571,2023-05-22T14:22:58.874Z
wonder mop refill,cleaning products,P9572,2023-05-22T14:22:58.874Z
"flour, all purpose, enriched, bleached",baking ingredients,P9573,2023-05-22T14:22:58.874Z
high potency d3-1000iu softgels,vitamins supplements,P9574,2023-05-22T14:22:58.874Z
mediterranean style kefir cheese labne,yogurt,P9575,2023-05-22T14:22:58.874Z
"mozzarella string cheese sticks, light low-moisture part skim",packaged cheese,P9576,2023-05-22T14:22:58.874Z
nutty chocolate bar,candy chocolate,P9577,2023-05-22T14:22:58.874Z
avocado oil canyon cut kettle cooked potato chips sea salt,chips pretzels,P9578,2023-05-22T14:22:58.874Z
pineapple mango coconut water,refrigerated,P9579,2023-05-22T14:22:58.874Z
cream on top vanilla organic yogurt,yogurt,P9580,2023-05-22T14:22:58.874Z
shampoo anti-residue,hair care,P9581,2023-05-22T14:22:58.874Z
gerber 1f rice cereal base cereal wic,baby food formula,P9582,2023-05-22T14:22:58.874Z
mct oil from coconut,vitamins supplements,P9583,2023-05-22T14:22:58.874Z
queso cotija shaker 7 oz,packaged cheese,P9584,2023-05-22T14:22:58.874Z
zesty garlic shrimp taco seasoning mix,spices seasonings,P9585,2023-05-22T14:22:58.874Z
almond non-dairy yogurt made from real almonds plain low fat,yogurt,P9586,2023-05-22T14:22:58.874Z
fresh goat cheese log herb chèvre,packaged cheese,P9587,2023-05-22T14:22:58.874Z
sea salt hummus chips,chips pretzels,P9588,2023-05-22T14:22:58.874Z
granola bars,energy granola bars,P9589,2023-05-22T14:22:58.874Z
condensed soup vegetable with beef stock,soup broth bouillon,P9590,2023-05-22T14:22:58.874Z
algae omega 715 mg omega-3,vitamins supplements,P9591,2023-05-22T14:22:58.874Z
popped sour cream & onion rice crisps,crackers,P9592,2023-05-22T14:22:58.874Z
tropical + carrot 100% fruit & vegetable juice,refrigerated,P9593,2023-05-22T14:22:58.874Z
cultured coconut milk passionate mango,yogurt,P9594,2023-05-22T14:22:58.875Z
parmesan cheese wedge,packaged cheese,P9595,2023-05-22T14:22:58.875Z
"broth concentrate, chicken, reduced sodium",soup broth bouillon,P9596,2023-05-22T14:22:58.875Z
plantforce liquid iron,vitamins supplements,P9597,2023-05-22T14:22:58.875Z
passion fruit sorbet,ice cream ice,P9598,2023-05-22T14:22:58.875Z
vitamin d3 cholecalciferol 2200 iu,vitamins supplements,P9599,2023-05-22T14:22:58.875Z
nutter butter cookie bites snak-sak,cookies cakes,P9600,2023-05-22T14:22:58.875Z
"cheese, organic, pepper jack",packaged cheese,P9601,2023-05-22T14:22:58.875Z
tuscan 3 bean with kale and millet soup,soup broth bouillon,P9602,2023-05-22T14:22:58.875Z
slow churned no sugar added vanilla bean,ice cream ice,P9603,2023-05-22T14:22:58.875Z
cream scrub dishsoap,cleaning products,P9604,2023-05-22T14:22:58.875Z
moringa crunchy almond bar,energy granola bars,P9605,2023-05-22T14:22:58.875Z
2-in-1 shampoo & conditioner,hair care,P9606,2023-05-22T14:22:58.875Z
imitation vanilla flavor,baking ingredients,P9607,2023-05-22T14:22:58.875Z
lavender natural volumizing shampoo,hair care,P9608,2023-05-22T14:22:58.875Z
broccoli cauliflower pasta,frozen meals,P9609,2023-05-22T14:22:58.875Z
soft baked double chocolate brownie cookies,cookies cakes,P9610,2023-05-22T14:22:58.875Z
